Wall time,Step,Value
1710879275.6776745,5,0.9407333731651306
1710879293.1064487,18,0.8197637796401978
1710879295.4246953,24,0.849894642829895
1710879316.649756,40,0.6877660155296326
1710879317.3623512,42,0.7371334433555603
1710879324.7888594,45,0.7647814750671387
1710879328.4073503,53,0.6436111330986023
1710879335.854537,56,0.6887946724891663
1710879347.7959783,71,0.6833645105361938
1710879355.2832859,74,0.6583255529403687
1710879375.3551533,94,0.5966556072235107
1710879384.6729918,102,0.6088483333587646
1710879386.1850796,106,0.5369167327880859
1710879413.2161317,126,0.5224605202674866
1710879424.8875268,139,0.5489258170127869
1710879435.4868188,150,0.5460218787193298
1710879443.758741,155,0.5295512080192566
1710879444.9125211,158,0.5387288928031921
1710879454.7691748,167,0.48868057131767273
1710879465.2264993,178,0.5173400044441223
1710879473.5617273,183,0.4530664384365082
1710879474.3315182,185,0.5849626064300537
1710879474.670171,186,0.5534858703613281
1710879482.7627742,190,0.5479398965835571
1710879492.0637157,198,0.46609774231910706
1710879501.942333,207,0.5113576650619507
1710879504.1522357,212,0.438417911529541
1710879514.4333875,223,0.47303667664527893
1710879523.1840053,229,0.4578671455383301
1710879531.2269151,234,0.5193592309951782
1710879543.5807033,249,0.500788152217865
1710879552.2159266,255,0.42909079790115356
1710879553.9586146,260,0.46060624718666077
1710879562.8921592,267,0.4285261332988739
1710879570.6156752,271,0.4223667085170746
1710879571.4384677,273,0.4563119113445282
1710879590.9845583,292,0.4145841598510742
1710879599.0220447,297,0.4101032316684723
1710879601.4776826,303,0.42510682344436646
1710879609.4760854,308,0.40747079253196716
1710879610.3611023,310,0.530845582485199
1710879619.8090222,318,0.3997035622596741
1710879630.7209022,330,0.443991094827652
1710879640.5757005,339,0.43426743149757385
1710879649.9628208,347,0.4183293282985687
1710879668.4741538,363,0.4502814710140228
1710879669.9212086,367,0.3771941363811493
1710879679.7167292,377,0.422344446182251
1710879727.5957973,421,0.43544885516166687
1710879727.9238253,422,0.37195467948913574
1710879746.8115323,439,0.3389006555080414
1710879753.54898,441,0.34489706158638
1710879754.04924,442,0.3819464147090912
1710879755.3199215,445,0.3294479548931122
1710879773.4222298,460,0.3257479667663574
1710879774.660817,463,0.37559714913368225
1710879775.0186348,464,0.3776475191116333
1710879785.1638594,474,0.3178110420703888
1710879804.167592,491,0.34154877066612244
1710879804.8121734,493,0.3529026210308075
1710879831.9261746,514,0.30238643288612366
1710879833.1502345,517,0.3007033169269562
1710879842.1802747,525,0.36474743485450745
1710879850.438571,531,0.30477285385131836
1710879851.3552074,533,0.30673137307167053
1710879852.4771705,536,0.3104235827922821
1710879860.8136592,542,0.3119356632232666
1710879862.569825,547,0.2951301634311676
1710879872.525907,557,0.2697366178035736
1710879881.2258658,563,0.2811351716518402
1710879889.7237644,569,0.319210410118103
1710879891.3114629,573,0.28410419821739197
1710879900.0276015,579,0.2939499318599701
1710879900.7513287,581,0.3070771396160126
1710879908.9963381,586,0.2952050268650055
1710879909.4024355,587,0.3113980293273926
1710879911.6532338,593,0.2966919541358948
1710879921.4326293,602,0.2932593822479248
1710879940.511392,620,0.2698378264904022
1710879947.4058266,622,0.26879575848579407
1710879958.2472277,634,0.26480889320373535
1710879967.2710192,641,0.2799292504787445
1710879967.6767204,642,0.3194870054721832
1710879968.4050133,644,0.2599806487560272
1710879969.368699,647,0.27145662903785706
1710879976.3222628,649,0.2881030738353729
1710879986.9616187,661,0.2650076448917389
1710879987.9442172,664,0.26839113235473633
1710879995.7538948,668,0.271788090467453
1710879996.8794022,671,0.3051433265209198
1710879997.834859,674,0.29641708731651306
1710880005.9247687,678,0.29376527667045593
1710880007.7646675,683,0.2993597686290741
1710880015.9514332,688,0.30496394634246826
1710880044.486165,714,0.2838599681854248
1710880045.9548883,718,0.2628004252910614
1710880053.7990441,722,0.2793608605861664
1710880054.1890368,723,0.256101131439209
1710880063.105455,730,0.2611006200313568
1710880072.588741,739,0.24071602523326874
1710880074.2149088,743,0.2852323651313782
1710880081.6286814,747,0.23564372956752777
1710880083.66516,752,0.26313647627830505
1710880091.3341842,756,0.24599158763885498
1710880100.802029,765,0.23826919496059418
1710880102.432988,769,0.2542622983455658
1710880102.7522042,770,0.2741266191005707
1710880103.0720158,771,0.25738897919654846
1710880103.7138717,773,0.2489335983991623
1710880110.338922,774,0.2404574453830719
1710880112.5946083,780,0.2721276879310608
1710880120.6517334,785,0.2682616412639618
1710880121.4367974,787,0.2525089681148529
1710880129.320868,792,0.2490416318178177
1710880130.148645,794,0.26825907826423645
1710880131.6631742,798,0.23429524898529053
1710880139.494448,802,0.23525762557983398
1710880141.350271,807,0.25355300307273865
1710880141.6709158,808,0.22962789237499237
1710880141.9814053,809,0.25180530548095703
1710880169.473577,832,0.2285033017396927
1710880170.7467382,836,0.23312988877296448
1710880211.1378918,869,0.20434129238128662
1710880219.2146518,874,0.257162481546402
1710880220.048639,876,0.2257063239812851
1710880228.5056088,882,0.2315584272146225
1710880231.5599687,890,0.21037684381008148
1710880240.4999225,896,0.24822640419006348
1710880248.0137415,900,0.2335418462753296
1710880250.7913802,907,0.2426300346851349
1710880257.919248,909,0.22003494203090668
1710880260.2941906,915,0.21398647129535675
1710880260.9708211,917,0.25970789790153503
1710880278.6515892,931,0.20887914299964905
1710880278.9787228,932,0.22922125458717346
1710880289.1852367,942,0.2496500462293625
1710880296.3427749,945,0.22952668368816376
1710880305.8806868,954,0.214462548494339
1710880307.5555167,958,0.2224809229373932
1710880308.8543322,962,0.2258719503879547
1710880318.389119,971,0.2195117324590683
1710880324.8500662,972,0.22169099748134613
1710880327.2526226,978,0.22761276364326477
1710880327.575138,979,0.22056587040424347
1710880335.7770479,984,0.21464267373085022
1710880346.4361258,996,0.20949411392211914
1710880354.7906165,1002,0.21457043290138245
1710880355.8892949,1005,0.22356019914150238
1710880365.484687,1014,0.2297169268131256
1710880372.6249309,1017,0.2251078188419342
1710880375.5993066,1025,0.2261437475681305
1710880392.9182193,1037,0.20878136157989502
1710880401.720482,1044,0.24784909188747406
1710880412.5806344,1057,0.20975852012634277
1710880420.9194794,1063,0.2303905487060547
1710880422.1089146,1066,0.21127688884735107
1710880422.7473826,1068,0.2038319855928421
1710880430.3082273,1072,0.21542425453662872
1710880431.9296107,1076,0.23786364495754242
1710880432.5977767,1078,0.20878425240516663
1710880440.8967524,1083,0.19969633221626282
1710880441.3215642,1084,0.2356279343366623
1710880450.7025394,1093,0.2004595249891281
1710880459.1494665,1099,0.2083517611026764
1710880460.6315994,1103,0.21302533149719238
1710880460.9629889,1104,0.2493462860584259
1710880471.0286236,1114,0.2281034290790558
1710880478.976515,1119,0.19389300048351288
1710880490.3700757,1133,0.20386898517608643
1710880517.1558437,1155,0.21253792941570282
1710880517.565048,1156,0.20044083893299103
1710880518.8523343,1160,0.2310919612646103
1710880525.421083,1161,0.2039928436279297
1710880525.8565712,1162,0.21204613149166107
1710880544.91462,1180,0.21946191787719727
1710880555.684699,1192,0.21384823322296143
1710880556.0030043,1193,0.20504048466682434
1710880564.5337534,1199,0.23028114438056946
1710880573.143376,1206,0.2259291410446167
1710880595.5436835,1232,0.1959034502506256
1710880602.4833004,1234,0.20902566611766815
1710880612.480885,1244,0.19322162866592407
1710880622.780148,1255,0.18399851024150848
1710880623.7202966,1258,0.19521069526672363
1710880630.9042244,1261,0.252388060092926
1710880650.5167646,1281,0.1815214306116104
1710880658.7164133,1287,0.2126888781785965
1710880661.461517,1294,0.1998486965894699
